Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
06/12/1965,06:03:33,43.804,149.351,Earthquake,35,,,5.7,MW,,,,,,,ISCGEM856067,ISCGEM,ISCGEM,ISCGEM,Automatic
06/12/1965,18:45:44,43.885,149.339,Earthquake,35,,,5.5,MW,,,,,,,ISCGEM856087,ISCGEM,ISCGEM,ISCGEM,Automatic
06/12/1965,18:50:12,-20.38,-68.944,Earthquake,102.2,,,5.9,MW,,,,,,,ISCGEM856088,ISCGEM,ISCGEM,ISCGEM,Automatic
06/13/1965,07:06:15,41.705,143.727,Earthquake,38.1,,,6.1,MW,,,,,,,ISCGEM856098,ISCGEM,ISCGEM,ISCGEM,Automatic
06/13/1965,20:01:51,37.718,29.378,Earthquake,25,,,5.9,MW,,,,,,,ISCGEM856108,ISCGEM,ISCGEM,ISCGEM,Automatic
06/14/1965,07:30:42,-39.902,45.55,Earthquake,10,,,5.6,MW,,,,,,,ISCGEM856118,ISCGEM,ISCGEM,ISCGEM,Automatic
06/15/1965,09:20:34,-38.08,177.442,Earthquake,95,,,5.9,MW,,,,,,,ISCGEMSUP856141,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
06/15/1965,23:10:29,-21.025,173.574,Earthquake,25,,,6.2,MW,,,,,,,ISCGEM856155,ISCGEM,ISCGEM,ISCGEM,Automatic
06/17/1965,20:14:51,32.052,87.784,Earthquake,10,,,5.9,MW,,,,,,,ISCGEM856219,ISCGEM,ISCGEM,ISCGEM,Automatic
06/20/1965,01:57:26,44.505,149.218,Earthquake,45,,,5.6,MW,,,,,,,ISCGEM856278,ISCGEM,ISCGEM,ISCGEM,Automatic
06/20/1965,18:04:34,42.973,-126.652,Earthquake,10,,,5.5,MW,,,,,,,ISCGEM856293,ISCGEM,ISCGEM,ISCGEM,Automatic
06/21/1965,00:21:17,28.134,55.891,Earthquake,25,,,5.9,MW,,,,,,,ISCGEM856301,ISCGEM,ISCGEM,ISCGEM,Automatic
06/22/1965,23:48:07,7.175,123.613,Earthquake,40,,,6.3,MW,,,,,,,ISCGEM856343,ISCGEM,ISCGEM,ISCGEM,Automatic
06/23/1965,11:09:17,56.543,-152.948,Earthquake,20,,,6.5,MW,,,,,,,ISCGEM856357,ISCGEM,ISCGEM,ISCGEM,Automatic
06/24/1965,07:45:13,7.034,126.25,Earthquake,30,,,5.8,MW,,,,,,,ISCGEM856382,ISCGEM,ISCGEM,ISCGEM,Automatic
06/27/1965,09:45:45,-54.437,4.965,Earthquake,10,,,5.7,MW,,,,,,,ISCGEM856447,ISCGEM,ISCGEM,ISCGEM,Automatic
06/27/1965,11:08:59,60.281,-141.418,Earthquake,15,,,6.5,MW,,,,,,,ISCGEM856449,ISCGEM,ISCGEM,ISCGEM,Automatic
06/27/1965,11:36:14,23.764,121.56,Earthquake,40,,,5.9,MW,,,,,,,ISCGEM856452,ISCGEM,ISCGEM,ISCGEM,Automatic
06/28/1965,03:33:35,-5.01,153.06,Earthquake,25,,,6,MW,,,,,,,ISCGEM856478,ISCGEM,ISCGEM,ISCGEM,Automatic
06/30/1965,02:53:16,-1.734,126.53,Earthquake,30,,,5.8,MW,,,,,,,ISCGEM856531,ISCGEM,ISCGEM,ISCGEM,Automatic
06/30/1965,08:33:33,51.813,176.53,Earthquake,44.6,,,5.7,MW,,,,,,,ISCGEM856536,ISCGEM,ISCGEM,ISCGEM,Automatic
07/01/1965,23:12:42,-63.159,-163.707,Earthquake,10,,,6.1,MW,,,,,,,ISCGEM855097,ISCGEM,ISCGEM,ISCGEM,Automatic
07/02/1965,20:58:40,52.99,-167.739,Earthquake,45,,,7.8,MW,,,,,,,ISCGEM855112,ISCGEM,ISCGEM,ISCGEM,Automatic
07/03/1965,11:26:13,22.338,101.496,Earthquake,35,,,5.9,MW,,,,,,,ISCGEM855121,ISCGEM,ISCGEM,ISCGEM,Automatic
07/06/1965,03:04:21,-22.567,172.939,Earthquake,35,,,5.8,MW,,,,,,,ISCGEMSUP855168,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
07/06/1965,03:18:45,38.384,22.545,Earthquake,20,,,6.3,MW,,,,,,,ISCGEM855169,ISCGEM,ISCGEM,ISCGEM,Automatic
07/06/1965,04:08:49,46.591,152.467,Earthquake,45,,,5.6,MW,,,,,,,ISCGEM855170,ISCGEM,ISCGEM,ISCGEM,Automatic
07/06/1965,18:36:46,-4.408,155.062,Earthquake,490,,,6.3,MW,,,,,,,ISCGEM855189,ISCGEM,ISCGEM,ISCGEM,Automatic
07/07/1965,23:00:00,-6.819,105.505,Earthquake,35,,,5.7,MW,,,,,,,ISCGEM855208,ISCGEM,ISCGEM,ISCGEM,Automatic
07/12/1965,13:57:15,-28.428,-68.25,Earthquake,112.4,,,5.7,MW,,,,,,,ISCGEM855319,ISCGEM,ISCGEM,ISCGEM,Automatic
07/15/1965,18:33:30,7.74,123.811,Earthquake,570,,,6,MW,,,,,,,ISCGEM855394,ISCGEM,ISCGEM,ISCGEM,Automatic
07/17/1965,07:20:34,-9.72,159.888,Earthquake,25,,,5.9,MW,,,,,,,ISCGEM855425,ISCGEM,ISCGEM,ISCGEM,Automatic
07/20/1965,13:18:28,7.56,124.247,Earthquake,24.6,,,5.7,MW,,,,,,,ISCGEM855504,ISCGEM,ISCGEM,ISCGEM,Automatic
07/21/1965,17:52:33,53.318,170.365,Earthquake,28.8,,,5.5,MW,,,,,,,ISCGEM855526,ISCGEM,ISCGEM,ISCGEM,Automatic
07/25/1965,03:40:43,1.813,99.276,Earthquake,105,,,5.5,MW,,,,,,,ISCGEM855580,ISCGEM,ISCGEM,ISCGEM,Automatic
07/25/1965,13:33:04,41.278,146.682,Earthquake,15,,,5.6,MW,,,,,,,ISCGEM855589,ISCGEM,ISCGEM,ISCGEM,Automatic
07/25/1965,21:46:45,51.472,175.894,Earthquake,20.1,,,5.7,MW,,,,,,,ISCGEM855597,ISCGEM,ISCGEM,ISCGEM,Automatic
07/28/1965,22:29:09,-2.335,101.767,Earthquake,140,,,5.6,MW,,,,,,,ISCGEM855664,ISCGEM,ISCGEM,ISCGEM,Automatic
07/29/1965,08:29:24,51.05,-171.289,Earthquake,21.4,,,6.8,MW,,,,,,,ISCGEM855674,ISCGEM,ISCGEM,ISCGEM,Automatic
07/29/1965,12:20:21,50.799,-171.607,Earthquake,15,,,5.7,MW,,,,,,,ISCGEM855684,ISCGEM,ISCGEM,ISCGEM,Automatic
07/29/1965,15:08:37,51.076,-171.466,Earthquake,20,,,5.6,MW,,,,,,,ISCGEM855692,ISCGEM,ISCGEM,ISCGEM,Automatic
07/30/1965,07:20:10,6.789,-72.907,Earthquake,160,,,5.6,MW,,,,,,,ISCGEM855709,ISCGEM,ISCGEM,ISCGEM,Automatic
08/01/1965,23:44:29,-32.441,-178.803,Earthquake,45,,,5.9,MW,,,,,,,ISCGEM854282,ISCGEM,ISCGEM,ISCGEM,Automatic
08/02/1965,13:19:57,-56.046,157.922,Earthquake,10,,,7.3,MW,,,,,,,ISCGEM854292,ISCGEM,ISCGEM,ISCGEM,Automatic
08/03/1965,02:01:53,-7.526,-81.179,Earthquake,26.3,,,5.7,MW,,,,,,,ISCGEM854310,ISCGEM,ISCGEM,ISCGEM,Automatic
08/05/1965,00:07:52,-5.213,151.701,Earthquake,60,,,6.5,MW,,,,,,,ISCGEM854347,ISCGEM,ISCGEM,ISCGEM,Automatic
08/11/1965,03:40:58,-15.449,166.98,Earthquake,25,,,7.2,MW,,,,,,,ISCGEM854451,ISCGEM,ISCGEM,ISCGEM,Automatic
08/11/1965,07:18:47,-15.67,167.216,Earthquake,30,,,5.8,MW,,,,,,,ISCGEM854453,ISCGEM,ISCGEM,ISCGEM,Automatic
08/11/1965,19:52:32,-15.685,167.097,Earthquake,30,,,6.9,MW,,,,,,,ISCGEM854468,ISCGEM,ISCGEM,ISCGEM,Automatic
08/11/1965,20:13:58,-15.741,167.26,Earthquake,30,,,6,MW,,,,,,,ISCGEM854470,ISCGEM,ISCGEM,ISCGEM,Automatic
08/11/1965,22:31:51,-15.861,167.092,Earthquake,30,,,7.6,MW,,,,,,,ISCGEM854473,ISCGEM,ISCGEM,ISCGEM,Automatic
08/12/1965,08:01:46,-15.817,167.399,Earthquake,30,,,6.9,MW,,,,,,,ISCGEM854500,ISCGEM,ISCGEM,ISCGEM,Automatic
08/12/1965,12:57:15,-5.36,152.116,Earthquake,51,,,6.8,MW,,,,,,,ISCGEM854507,ISCGEM,ISCGEM,ISCGEM,Automatic
08/12/1965,18:04:56,-15.931,167.392,Earthquake,35,,,5.9,MW,,,,,,,ISCGEM854519,ISCGEM,ISCGEM,ISCGEM,Automatic
08/13/1965,04:40:57,-15.97,167.439,Earthquake,30,,,5.8,MW,,,,,,,ISCGEM854538,ISCGEM,ISCGEM,ISCGEM,Automatic
08/13/1965,11:24:53,-15.995,166.96,Earthquake,25,,,6.1,MW,,,,,,,ISCGEM854550,ISCGEM,ISCGEM,ISCGEM,Automatic
08/13/1965,12:40:10,-15.871,166.96,Earthquake,25,,,7.4,MW,,,,,,,ISCGEM854555,ISCGEM,ISCGEM,ISCGEM,Automatic
08/13/1965,12:40:32,-16.198,167.607,Earthquake,35,,,7.2,MW,,,,,,,ISCGEM854556,ISCGEM,ISCGEM,ISCGEM,Automatic
08/13/1965,17:56:30,-16.801,167.602,Earthquake,35,,,6.2,MW,,,,,,,ISCGEM854573,ISCGEM,ISCGEM,ISCGEM,Automatic
08/13/1965,21:57:38,-6.38,148.543,Earthquake,30,,,6,MW,,,,,,,ISCGEM854586,ISCGEM,ISCGEM,ISCGEM,Automatic
08/14/1965,11:07:47,-15.819,166.794,Earthquake,20,,,6,MW,,,,,,,ISCGEM854614,ISCGEM,ISCGEM,ISCGEM,Automatic
08/14/1965,13:18:06,-11.385,166.332,Earthquake,35,,,5.7,MW,,,,,,,ISCGEM854617,ISCGEM,ISCGEM,ISCGEM,Automatic
08/16/1965,12:36:22,-0.53,-19.951,Earthquake,15,,,6.2,MW,,,,,,,ISCGEM854661,ISCGEM,ISCGEM,ISCGEM,Automatic
08/17/1965,10:35:10,4.872,95.836,Earthquake,65,,,6.1,MW,,,,,,,ISCGEM854696,ISCGEM,ISCGEM,ISCGEM,Automatic
08/17/1965,16:17:45,-15.185,166.67,Earthquake,30,,,5.8,MW,,,,,,,ISCGEM854706,ISCGEM,ISCGEM,ISCGEM,Automatic
08/18/1965,14:51:34,-15.945,166.999,Earthquake,25,,,6.2,MW,,,,,,,ISCGEM854753,ISCGEM,ISCGEM,ISCGEM,Automatic
08/20/1965,05:54:51,-5.714,128.493,Earthquake,330,,,6.7,MW,,,,,,,ISCGEM854799,ISCGEM,ISCGEM,ISCGEM,Automatic
08/20/1965,09:42:50,-18.954,-68.82,Earthquake,124,,,6.7,MW,,,,,,,ISCGEM854803,ISCGEM,ISCGEM,ISCGEM,Automatic
08/20/1965,21:21:52,-22.887,-176.194,Earthquake,75,,,6.1,MW,,,,,,,ISCGEMSUP854809,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
08/21/1965,15:04:20,-5.921,103.993,Earthquake,45,,,5.6,MW,,,,,,,ISCGEM854827,ISCGEM,ISCGEM,ISCGEM,Automatic
08/23/1965,14:08:58,40.459,26.206,Earthquake,15,,,6,MW,,,,,,,ISCGEM854868,ISCGEM,ISCGEM,ISCGEM,Automatic
08/23/1965,19:46:04,16.081,-95.867,Earthquake,25,,,7.4,MW,,,,,,,ISCGEM854871,ISCGEM,ISCGEM,ISCGEM,Automatic
08/24/1965,01:01:00,15.837,-96.235,Earthquake,25,,,5.8,MW,,,,,,,ISCGEM854885,ISCGEM,ISCGEM,ISCGEM,Automatic
08/27/1965,18:22:03,44.453,149.06,Earthquake,30,,,5.7,MW,,,,,,,ISCGEM854972,ISCGEM,ISCGEM,ISCGEM,Automatic
08/30/1965,03:32:08,-16.931,167.454,Earthquake,30,,,5.8,MW,,,,,,,ISCGEM855027,ISCGEM,ISCGEM,ISCGEM,Automatic
08/30/1965,18:09:44,-6.428,104.667,Earthquake,55,,,5.7,MW,,,,,,,ISCGEMSUP855043,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
09/01/1965,04:47:33,-34.596,179.922,Earthquake,100,,,5.8,MW,,,,,,,ISCGEMSUP853515,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
09/02/1965,04:26:39,51.867,175.451,Earthquake,31,,,5.5,MW,,,,,,,ISCGEM853538,ISCGEM,ISCGEM,ISCGEM,Automatic
09/04/1965,10:19:51,46.515,153.387,Earthquake,15,,,5.9,MW,,,,,,,ISCGEM853601,ISCGEM,ISCGEM,ISCGEM,Automatic
09/04/1965,14:32:51,58.09,-152.525,Earthquake,27.8,,,7,MW,,,,,,,ISCGEM853605,ISCGEM,ISCGEM,ISCGEM,Automatic
09/08/1965,03:26:22,57.513,-152.263,Earthquake,25,,,5.7,MW,,,,,,,ISCGEM853683,ISCGEM,ISCGEM,ISCGEM,Automatic
09/09/1965,10:02:26,6.47,-84.408,Earthquake,15,,,6.2,MW,,,,,,,ISCGEM853712,ISCGEM,ISCGEM,ISCGEM,Automatic
09/11/1965,06:53:01,-5.349,152.955,Earthquake,44.6,,,6.2,MW,,,,,,,ISCGEM853760,ISCGEM,ISCGEM,ISCGEM,Automatic
09/12/1965,08:40:10,-6.209,151.651,Earthquake,15,,,6.1,MW,,,,,,,ISCGEM853784,ISCGEM,ISCGEM,ISCGEM,Automatic
09/12/1965,22:02:35,-6.416,70.726,Earthquake,25,,,6.3,MW,,,,,,,ISCGEM853797,ISCGEM,ISCGEM,ISCGEM,Automatic
09/13/1965,13:07:51,55.338,165.731,Earthquake,18.9,,,5.9,MW,,,,,,,ISCGEM853808,ISCGEM,ISCGEM,ISCGEM,Automatic
09/13/1965,16:15:45,-36.448,-97.6,Earthquake,15,,,6.1,MW,,,,,,,ISCGEM853817,ISCGEM,ISCGEM,ISCGEM,Automatic
09/14/1965,08:27:18,8.382,126.895,Earthquake,35,,,5.8,MW,,,,,,,ISCGEM853835,ISCGEM,ISCGEM,ISCGEM,Automatic
09/16/1965,13:50:12,7.156,126.522,Earthquake,160,,,6,MW,,,,,,,ISCGEM853881,ISCGEM,ISCGEM,ISCGEM,Automatic
09/17/1965,11:13:57,-1.443,-77.476,Earthquake,185.9,,,6.5,MW,,,,,,,ISCGEM853904,ISCGEM,ISCGEM,ISCGEM,Automatic
09/17/1965,14:22:38,36.269,141.533,Earthquake,35,,,5.8,MW,,,,,,,ISCGEM853914,ISCGEM,ISCGEM,ISCGEM,Automatic
09/17/1965,15:18:36,36.245,141.53,Earthquake,35,,,5.9,MW,,,,,,,ISCGEM853917,ISCGEM,ISCGEM,ISCGEM,Automatic
09/17/1965,16:21:20,36.27,141.361,Earthquake,35,,,6.8,MW,,,,,,,ISCGEM853920,ISCGEM,ISCGEM,ISCGEM,Automatic
09/18/1965,22:03:12,8.188,126.874,Earthquake,25,,,6,MW,,,,,,,ISCGEM853952,ISCGEM,ISCGEM,ISCGEM,Automatic
09/21/1965,01:38:31,28.952,128.227,Earthquake,197.6,,,6.7,MW,,,,,,,ISCGEM854009,ISCGEM,ISCGEM,ISCGEM,Automatic
09/22/1965,04:24:50,20.682,99.326,Earthquake,35,,,5.9,MW,,,,,,,ISCGEM854025,ISCGEM,ISCGEM,ISCGEM,Automatic
09/22/1965,20:01:50,-5.391,151.631,Earthquake,55,,,5.9,MW,,,,,,,ISCGEM854040,ISCGEM,ISCGEM,ISCGEM,Automatic
09/22/1965,22:08:01,36.395,141.46,Earthquake,35,,,6.3,MW,,,,,,,ISCGEM854045,ISCGEM,ISCGEM,ISCGEM,Automatic
09/24/1965,23:53:43,13.092,145.167,Earthquake,45,,,5.6,MW,,,,,,,ISCGEM854087,ISCGEM,ISCGEM,ISCGEM,Automatic
09/25/1965,14:53:34,39.626,143.357,Earthquake,27.5,,,5.7,MW,,,,,,,ISCGEM854110,ISCGEM,ISCGEM,ISCGEM,Automatic
09/26/1965,21:33:52,-54.757,-38.244,Earthquake,10,,,5.8,MW,,,,,,,ISCGEM854160,ISCGEM,ISCGEM,ISCGEM,Automatic
09/27/1965,05:09:13,51.752,175.5,Earthquake,35,,,5.6,MW,,,,,,,ISCGEM854167,ISCGEM,ISCGEM,ISCGEM,Automatic
09/28/1965,05:06:40,-28.278,-177.999,Earthquake,25,,,6.5,MW,,,,,,,ISCGEM854190,ISCGEM,ISCGEM,ISCGEM,Automatic
09/30/1965,23:47:42,59.28,-144.06,Earthquake,20,,,6.1,MW,,,,,,,ISCGEM854249,ISCGEM,ISCGEM,ISCGEM,Automatic
10/01/1965,08:52:06,49.937,178.166,Earthquake,19.7,,,6.8,MW,,,,,,,ISCGEM852802,ISCGEM,ISCGEM,ISCGEM,Automatic
10/01/1965,13:22:29,-19.921,174.48,Earthquake,545.5,,,6.2,MW,,,,,,,ISCGEM852814,ISCGEM,ISCGEM,ISCGEM,Automatic
10/01/1965,22:34:23,-60.468,-24.551,Earthquake,10,,,6,MW,,,,,,,ISCGEM852823,ISCGEM,ISCGEM,ISCGEM,Automatic
10/03/1965,14:45:31,49.426,156.417,Earthquake,50,,,5.9,MW,,,,,,,ISCGEM852862,ISCGEM,ISCGEM,ISCGEM,Automatic
10/03/1965,16:14:57,-42.969,-75.225,Earthquake,22.2,,,5.9,MW,,,,,,,ISCGEM852863,ISCGEM,ISCGEM,ISCGEM,Automatic
10/07/1965,03:36:02,12.347,114.485,Earthquake,20,,,5.9,MW,,,,,,,ISCGEM852946,ISCGEM,ISCGEM,ISCGEM,Automatic
10/10/1965,17:25:41,-59.225,-25.091,Earthquake,20,,,5.8,MW,,,,,,,ISCGEM853033,ISCGEM,ISCGEM,ISCGEM,Automatic
10/12/1965,13:41:01,56.19,-153.615,Earthquake,25,,,5.6,MW,,,,,,,ISCGEM853083,ISCGEM,ISCGEM,ISCGEM,Automatic
10/16/1965,08:22:55,3.113,128.558,Earthquake,192.4,,,5.7,MW,,,,,,,ISCGEM853158,ISCGEM,ISCGEM,ISCGEM,Automatic
10/17/1965,01:53:35,-7.981,156.287,Earthquake,15,,,5.7,MW,,,,,,,ISCGEM853181,ISCGEM,ISCGEM,ISCGEM,Automatic
10/18/1965,21:50:07,-1.28,127.725,Earthquake,25,,,6.3,MW,,,,,,,ISCGEM853224,ISCGEM,ISCGEM,ISCGEM,Automatic
10/19/1965,20:48:49,52.366,174.254,Earthquake,35,,,6.1,MW,,,,,,,ISCGEM853243,ISCGEM,ISCGEM,ISCGEM,Automatic
10/23/1965,06:00:54,53.901,-165.403,Earthquake,45,,,5.6,MW,,,,,,,ISCGEM853331,ISCGEM,ISCGEM,ISCGEM,Automatic
10/24/1965,14:32:11,4.203,125.787,Earthquake,145.1,,,5.9,MW,,,,,,,ISCGEM853357,ISCGEM,ISCGEM,ISCGEM,Automatic
10/24/1965,18:15:10,49.646,156.116,Earthquake,60,,,5.6,MW,,,,,,,ISCGEM853361,ISCGEM,ISCGEM,ISCGEM,Automatic
10/25/1965,22:34:24,44.12,145.389,Earthquake,170,,,6.7,MW,,,,,,,ISCGEM853391,ISCGEM,ISCGEM,ISCGEM,Automatic
10/28/1965,08:58:27,-1.257,127.735,Earthquake,25,,,5.6,MW,,,,,,,ISCGEMSUP853445,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
11/03/1965,01:39:04,-9.031,-71.139,Earthquake,593.8,,,6.7,MW,,,,,,,ISCGEM852129,ISCGEM,ISCGEM,ISCGEM,Automatic
11/03/1965,18:21:08,-22.457,-113.788,Earthquake,15,,,6.1,MW,,,,,,,ISCGEM852145,ISCGEM,ISCGEM,ISCGEM,Automatic
11/05/1965,19:01:04,-3.144,143.789,Earthquake,15,,,5.9,MW,,,,,,,ISCGEM852189,ISCGEM,ISCGEM,ISCGEM,Automatic
11/06/1965,09:21:47,-22.126,-113.928,Earthquake,15,,,6.2,MW,,,,,,,ISCGEM852214,ISCGEM,ISCGEM,ISCGEM,Automatic
11/12/1965,17:52:24,30.628,140.23,Earthquake,20,,,6.4,MW,,,,,,,ISCGEM852381,ISCGEM,ISCGEM,ISCGEM,Automatic
11/13/1965,04:33:52,43.745,87.843,Earthquake,35,,,6.5,MW,,,,,,,ISCGEM852398,ISCGEM,ISCGEM,ISCGEM,Automatic
11/13/1965,17:59:43,-29.414,-68.166,Earthquake,45,,,5.7,MW,,,,,,,ISCGEM852416,ISCGEM,ISCGEM,ISCGEM,Automatic
11/14/1965,05:54:13,36.514,141.229,Earthquake,40,,,5.7,MW,,,,,,,ISCGEM852431,ISCGEM,ISCGEM,ISCGEM,Automatic
11/15/1965,11:18:50,-0.224,-18.645,Earthquake,10,,,6.1,MW,,,,,,,ISCGEM852463,ISCGEM,ISCGEM,ISCGEM,Automatic
11/16/1965,06:45:59,6.553,126.903,Earthquake,110,,,5.9,MW,,,,,,,ISCGEM852478,ISCGEM,ISCGEM,ISCGEM,Automatic
11/16/1965,15:24:44,30.887,-41.479,Earthquake,10,,,6,MW,,,,,,,ISCGEM852482,ISCGEM,ISCGEM,ISCGEM,Automatic
11/16/1965,17:05:41,25.449,125.319,Earthquake,94.7,,,5.7,MW,,,,,,,ISCGEM852485,ISCGEM,ISCGEM,ISCGEM,Automatic
11/18/1965,17:17:20,-7.058,129.347,Earthquake,160,,,5.6,MW,,,,,,,ISCGEM852520,ISCGEM,ISCGEM,ISCGEM,Automatic
11/18/1965,20:00:21,-18.855,-177.721,Earthquake,430,,,6.5,MW,,,,,,,ISCGEM852521,ISCGEM,ISCGEM,ISCGEM,Automatic
11/18/1965,21:58:19,53.909,160.579,Earthquake,45,,,6,MW,,,,,,,ISCGEM852523,ISCGEM,ISCGEM,ISCGEM,Automatic
11/20/1965,15:05:42,-7.225,129.12,Earthquake,147.9,,,5.8,MW,,,,,,,ISCGEM852557,ISCGEM,ISCGEM,ISCGEM,Automatic
11/21/1965,10:31:55,-6.193,130.402,Earthquake,133.3,,,6.5,MW,,,,,,,ISCGEM852583,ISCGEM,ISCGEM,ISCGEM,Automatic
11/22/1965,14:00:30,51.936,-176.092,Earthquake,55,,,5.7,MW,,,,,,,ISCGEM852609,ISCGEM,ISCGEM,ISCGEM,Automatic
11/22/1965,20:25:31,51.361,-179.716,Earthquake,25,,,5.9,MW,,,,,,,ISCGEM852616,ISCGEM,ISCGEM,ISCGEM,Automatic
11/23/1965,01:17:30,2.983,124.831,Earthquake,20,,,6.2,MW,,,,,,,ISCGEM852620,ISCGEM,ISCGEM,ISCGEM,Automatic
11/23/1965,02:17:50,51.42,-179.7,Earthquake,30,,,5.6,MW,,,,,,,ISCGEM852621,ISCGEM,ISCGEM,ISCGEM,Automatic
11/23/1965,16:31:06,-8.666,111.103,Earthquake,55,,,5.8,MW,,,,,,,ISCGEM852636,ISCGEM,ISCGEM,ISCGEM,Automatic
11/27/1965,08:42:24,33.011,141.079,Earthquake,60,,,5.6,MW,,,,,,,ISCGEM852723,ISCGEM,ISCGEM,ISCGEM,Automatic
11/27/1965,12:01:56,-9.611,159.797,Earthquake,70,,,5.8,MW,,,,,,,ISCGEM852726,ISCGEM,ISCGEM,ISCGEM,Automatic
11/28/1965,03:56:46,-45.847,-72.958,Earthquake,25,,,6.2,MW,,,,,,,ISCGEM852739,ISCGEM,ISCGEM,ISCGEM,Automatic
11/28/1965,05:26:06,36.096,27.318,Earthquake,77.4,,,5.9,MW,,,,,,,ISCGEM852740,ISCGEM,ISCGEM,ISCGEM,Automatic
11/28/1965,21:31:45,-4.841,103.103,Earthquake,60,,,5.8,MW,,,,,,,ISCGEMSUP852752,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
12/04/1965,02:11:50,51.101,-170.604,Earthquake,15,,,5.8,MW,,,,,,,ISCGEM851508,ISCGEM,ISCGEM,ISCGEM,Automatic
12/05/1965,18:14:52,52.612,173.14,Earthquake,35,,,5.6,MW,,,,,,,ISCGEM851530,ISCGEM,ISCGEM,ISCGEM,Automatic
12/06/1965,11:34:55,18.919,-107.176,Earthquake,25,,,6.7,MW,,,,,,,ISCGEM851547,ISCGEM,ISCGEM,ISCGEM,Automatic
12/07/1965,22:19:17,-6.458,146.298,Earthquake,122.5,,,6.3,MW,,,,,,,ISCGEMSUP851584,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
12/08/1965,18:05:27,-37.199,177.558,Earthquake,175,,,6,MW,,,,,,,ISCGEM851601,ISCGEM,ISCGEM,ISCGEM,Automatic
12/09/1965,06:07:47,17.135,-100.126,Earthquake,35,,,6.4,MW,,,,,,,ISCGEM851606,ISCGEM,ISCGEM,ISCGEM,Automatic
12/09/1965,13:12:56,-18.108,-178.062,Earthquake,645,,,6.2,MW,,,,,,,ISCGEM851614,ISCGEM,ISCGEM,ISCGEM,Automatic
12/10/1965,21:53:19,-11.292,166.143,Earthquake,52.8,,,5.9,MW,,,,,,,ISCGEM851639,ISCGEM,ISCGEM,ISCGEM,Automatic
12/13/1965,10:52:11,44.688,149.939,Earthquake,29.2,,,6,MW,,,,,,,ISCGEM851705,ISCGEM,ISCGEM,ISCGEM,Automatic
12/13/1965,14:46:12,44.757,150.195,Earthquake,23.1,,,5.6,MW,,,,,,,ISCGEM851711,ISCGEM,ISCGEM,ISCGEM,Automatic
12/15/1965,19:19:49,-56.722,-141.439,Earthquake,15,,,5.8,MW,,,,,,,ISCGEM851771,ISCGEM,ISCGEM,ISCGEM,Automatic
12/15/1965,23:05:25,7.65,-81.913,Earthquake,25,,,6.3,MW,,,,,,,ISCGEM851774,ISCGEM,ISCGEM,ISCGEM,Automatic
12/22/1965,00:28:51,52.293,160.356,Earthquake,26.9,,,5.8,MW,,,,,,,ISCGEM851890,ISCGEM,ISCGEM,ISCGEM,Automatic
12/22/1965,19:41:24,58.335,-153.303,Earthquake,52.4,,,6.1,MW,,,,,,,ISCGEM851909,ISCGEM,ISCGEM,ISCGEM,Automatic
12/23/1965,20:47:38,60.481,-140.766,Earthquake,20.1,,,5.6,MW,,,,,,,ISCGEM851933,ISCGEM,ISCGEM,ISCGEM,Automatic
12/25/1965,02:57:59,-18.096,-178.979,Earthquake,621.8,,,6.2,MW,,,,,,,ISCGEM851951,ISCGEM,ISCGEM,ISCGEM,Automatic
12/26/1965,03:53:12,-5.201,151.583,Earthquake,80.1,,,5.9,MW,,,,,,,ISCGEM851979,ISCGEM,ISCGEM,ISCGEM,Automatic
12/28/1965,20:32:27,27.863,141.992,Earthquake,45,,,5.8,MW,,,,,,,ISCGEM852030,ISCGEM,ISCGEM,ISCGEM,Automatic
12/30/1965,02:06:35,54.21,-164.476,Earthquake,35,,,5.6,MW,,,,,,,ISCGEM852053,ISCGEM,ISCGEM,ISCGEM,Automatic
12/30/1965,06:16:04,-16.673,-71.111,Earthquake,100,,,5.8,MW,,,,,,,ISCGEM852060,ISCGEM,ISCGEM,ISCGEM,Automatic
01/05/1966,17:21:29,13.248,95.42,Earthquake,25,,,5.8,MW,,,,,,,ISCGEM850665,ISCGEM,ISCGEM,ISCGEM,Automatic
01/11/1966,03:10:54,0.586,120.141,Earthquake,35,,,5.9,MW,,,,,,,ISCGEM850772,ISCGEM,ISCGEM,ISCGEM,Automatic
01/11/1966,14:16:32,33.675,137.244,Earthquake,15,,,6,MW,,,,,,,ISCGEM850781,ISCGEM,ISCGEM,ISCGEM,Automatic
01/13/1966,10:41:14,52.829,172.048,Earthquake,22.5,,,5.7,MW,,,,,,,ISCGEM850836,ISCGEM,ISCGEM,ISCGEM,Automatic
